name,group_name,score,ticker,inception_date,portfolio_date,equity_percentage,holdings
BNY Mellon Income Stock M,Large Value,72.79,MPISX,10/2/2000,6/30/2015,96.31,47
BNY Mellon Large Cap Market Opps Inv,Large Growth,81.47,MMOIX,7/30/2010,6/30/2015,98.47,84
BNY Mellon Large Cap Stock M,Large Blend,53.8,MPLCX,10/2/2000,6/30/2015,99.86,116
BNY Mellon Mid Cap Multi-Strategy M,Mid Growth,79.69,MPMCX,10/2/2000,6/30/2015,98.3,669
BNY Mellon Small Cap Multi-Strategy M,Small Growth,85.34,MPSSX,10/2/2000,6/30/2015,98.87,268
BNY Mellon Small/Mid Cap Multi-Strat Inv,Small Growth,87.8,MMCIX,9/30/2009,6/30/2015,98.2,246
BNY Mellon Tx Snstv Lg Cp Mlt-Strat Inv,Large Growth,71.24,MTSIX,7/30/2010,6/30/2015,99.03,341
Bogle Small Cap Growth Instl,Small Blend,94.17,BOGIX,10/1/1999,6/30/2015,98.83,217
Boston Common US Equity,Large Growth,75.21,BCAMX,4/30/2012,6/30/2015,98.9,78
Boston Partners All Cap Value Instl,Large Value,73.38,BPAIX,7/1/2002,6/30/2015,95.88,130
Boston Partners Small Cap Value II Inv,Small Value,82.82,BPSCX,6/30/1998,6/30/2015,96.94,162
Boston Trust Equity,Large Growth,77.38,BTEFX,9/30/2003,6/30/2015,98.98,78
Boston Trust Midcap,Mid Growth,85.06,BTMFX,9/24/2007,6/30/2015,97.53,84
Boston Trust Small Cap,Small Growth,87.26,BOSOX,12/16/2005,6/30/2015,99.44,107
Boston Trust SMID Cap,Small Growth,89.24,BTSMX,11/30/2011,6/30/2015,88.88,112
Boyar Value,Large Blend,79.11,BOYAX,5/5/1998,3/31/2015,85.54,54
BPV Large Cap Value Institutional,Large Value,69.25,BPVAX,3/31/2014,6/30/2015,99.08,134
BRC Large Cap Focus Equity Inst,Large Blend,87.24,BRCIX,12/21/2012,6/30/2015,96.07,34
Bread & Butter,Large Value,95.19,BABFX,10/31/2005,3/31/2015,54.09,16
Bretton Fund,Mid Blend,98.84,BRTNX,9/30/2010,3/31/2015,86.41,24
Bridges Investment,Large Growth,60.35,BRGIX,7/1/1963,6/30/2015,98.13,51
Bridgeway Aggressive Investors 1,Mid Blend,93.31,BRAGX,8/5/1994,3/31/2015,99.85,99
Bridgeway Blue Chip 35 Index,Large Blend,57.54,BRLIX,7/31/1997,3/31/2015,98.26,38
Bridgeway Large-Cap Growth,Large Growth,79.47,BRLGX,10/31/2003,3/31/2015,98.14,118
Bridgeway Omni Small-Cap Value N,Small Value,90.94,BOSVX,8/31/2011,3/31/2015,99.72,614
Bridgeway Omni Tax-Managed Sm-Cp Val N,Small Value,91.38,BOTSX,12/31/2010,3/31/2015,99.79,614
Bridgeway Small-Cap Growth,Small Growth,88.12,BRSGX,10/31/2003,3/31/2015,100,90
Bridgeway Small-Cap Momentum N,Small Growth,77.07,BRSMX,5/28/2010,3/31/2015,100,387
Bridgeway Small-Cap Value,Small Value,91.9,BRSVX,10/31/2003,3/31/2015,99.82,94
Bridgeway Ultra-Small Company,Small Value,100,BRUSX,8/5/1994,3/31/2015,99.98,182
Bridgeway Ultra-Small Company Market,Small Blend,99.93,BRSIX,7/31/1997,3/31/2015,99.67,744
Bright Rock Mid Cap Growth Instl,Mid Growth,95.5,BQMGX,5/26/2010,6/30/2015,99.59,39
Bright Rock Quality Large Cap Instl,Large Blend,76.63,BQLCX,5/26/2010,6/30/2015,99.56,40
Broadview Opportunity,Small Blend,94.6,BVAOX,12/16/1996,6/30/2015,96.04,83
Brown Advisory Equity Income Adv,Large Blend,80.49,BADAX,12/30/2011,6/30/2015,92.2,45
Brown Advisory Flexible Equity Inv,Large Growth,77.48,BIAFX,11/30/2006,6/30/2015,94.45,45
Brown Advisory Growth Equity Inv,Large Growth,73.16,BIAGX,6/28/1999,6/30/2015,97.43,35
Brown Advisory Opportunity Inv,Mid Growth,97.45,BIAOX,6/29/1998,6/30/2015,98.03,77
Brown Advisory Small-Cap Growth Inv,Small Growth,90.29,BIASX,6/28/1999,6/30/2015,94.27,72
Brown Advisory Sm-Cp Fundamental Val Inv,Small Blend,97.03,BIAUX,12/31/2008,6/30/2015,96.14,58
Brown Advisory Sustainable Growth I,Large Growth,75.12,BAFWX,6/29/2012,6/30/2015,96.14,37
Brown Advisory Value Equity Inv,Large Blend,85.72,BIAVX,1/28/2003,6/30/2015,96.73,48
Brown Capital Management Mid Co Inv,Mid Growth,98.03,BCMSX,9/30/2002,6/30/2015,80.02,40
Brown Capital Mgmt Small Co Inv,Small Growth,90.97,BCSIX,7/23/1992,6/30/2015,97.2,42
Buffalo Discovery,Mid Growth,93.31,BUFTX,4/16/2001,3/31/2015,90.37,75
Buffalo Dividend Focus,Large Blend,55.99,BUFDX,12/3/2012,3/31/2015,92.71,85
Buffalo Emerging Opportunities,Small Growth,95.91,BUFOX,5/21/2004,3/31/2015,97.16,51
Buffalo Growth,Large Growth,71.88,BUFGX,5/19/1995,3/31/2015,97.12,61
Buffalo Large Cap,Large Growth,69.47,BUFEX,5/19/1995,3/31/2015,93.8,47
Buffalo Mid Cap,Mid Growth,96.4,BUFMX,12/17/2001,3/31/2015,98.76,55
Buffalo Small Cap,Small Growth,88.18,BUFSX,4/14/1998,3/31/2015,95.29,60
Burnham A,Large Growth,64.96,BURHX,6/16/1975,6/30/2015,97.59,40
Calamos Discovery Growth A,Small Growth,91.5,CADGX,6/1/2010,6/30/2015,90.92,89
Calamos Dividend Growth A,Large Value,64.75,CADVX,8/5/2013,6/30/2015,98.39,93
Calamos Focus Growth A,Large Growth,67.21,CBCAX,12/1/2003,6/30/2015,97.53,44
Calamos Growth A,Large Growth,62.91,CVGRX,9/4/1990,6/30/2015,95.78,79
Calamos Mid Cap Growth A,Mid Growth,91.62,CMXAX,8/5/2013,6/30/2015,92.37,84
Calamos Opportunistic Value A,Large Value,55.46,CVAAX,1/2/2002,6/30/2015,99.45,160
Calvert Capital Accumulation A,Mid Growth,97.87,CCAFX,10/31/1994,6/30/2015,97.71,47
Calvert Equity A,Large Growth,65.08,CSIEX,8/24/1987,6/30/2015,96.58,96
Calvert Equity Income A,Large Value,64.1,CEIAX,10/31/2011,6/30/2015,92.39,51
Calvert Large Cap Core A,Large Blend,84.59,CMIFX,4/15/1998,6/30/2015,93.56,37
Calvert Large Cap Value A,Large Value,73,CLVAX,12/29/1999,6/30/2015,97.02,39
Calvert Small Cap A,Small Blend,98.37,CCVAX,10/1/2004,6/30/2015,94.74,35
Calvert US Large Cap Core Rspnb Idx A,Large Growth,35.5,CSXAX,6/30/2000,6/30/2015,99.3,722
Cambiar Opportunity Inv,Large Blend,85.18,CAMOX,6/30/1998,6/30/2015,97.23,41
Cambiar Small Cap Inv,Small Blend,94.2,CAMSX,8/31/2004,6/30/2015,96.71,52
Cambiar SMID Investor,Mid Value,94.8,CAMMX,5/31/2011,6/30/2015,92.23,40
Camelot Excalibur Small Cap Income A,Small Value,96.55,CEXAX,12/31/2013,3/31/2015,71.14,55
CAN SLIM Select Growth,Mid Growth,98.19,CANGX,9/26/2005,6/30/2015,88.88,74
Capital Advisors Growth,Large Growth,78.26,CIAOX,12/30/1999,6/30/2015,86.34,33
Capital Group US Equity,Large Growth,77.19,CUSEX,4/1/2011,4/30/2015,94.72,100
Capital Management Mid-Cap Instl,Mid Growth,93.02,CMEIX,1/27/1995,3/31/2015,94.81,36
Capital Management Small Cap Instl,Small Blend,97.92,CMSSX,1/12/1999,3/31/2015,97.13,35
Cardinal Small Cap Value Institutional,Small Blend,96.92,CCMSX,4/1/2014,6/30/2015,93.62,55
Carne Hedged Equity Institutional,Large Value,93.83,CARNX,11/2/2009,4/30/2015,95.17,55
Castle Focus C,Large Value,97.63,CASTX,6/30/2010,3/31/2015,71.81,20
Catalyst Activist Investor A,Large Blend,96.41,AIXAX,7/29/2014,3/31/2015,97.42,37
Catalyst Dynamic Alpha A,Large Growth,88.46,CPEAX,12/22/2011,3/31/2015,98.28,28
Catalyst Insider Buying A,Large Blend,93.92,INSAX,7/29/2011,3/31/2015,98.96,40
Catalyst Small Cap Insider Buying A,Small Value,99.78,CTVAX,7/31/2006,3/31/2015,98.78,75
Catalyst/EquityCompass Buyback Strat A,Mid Blend,98.82,BUYAX,12/31/2013,3/31/2015,97.52,31
Catalyst/Groesbeck Aggressive Growth A,Large Growth,87.67,GROAX,7/29/2014,3/31/2015,87.84,33
Catalyst/Groesbeck Growth of Income A,Large Blend,84.14,CGGAX,12/30/2009,3/31/2015,98,30
Catalyst/Lyons Hedged Premium Return A,Large Blend,93.54,CLPAX,12/31/2013,3/31/2015,98.94,34
Catalyst/Lyons Tactical Allocation A,Large Blend,87.58,CLTAX,7/2/2012,3/31/2015,98.72,26
Cavalier Fundamental Growth Institutiona,Mid Growth,98.03,CAFGX,10/17/2013,7/31/2015,98.67,102
Cavanal Hill Opportunistic A,Mid Blend,97.43,AAOPX,9/1/2011,5/31/2015,86.95,60
Cavanal Hill US Large Cap Equity Inv,Large Growth,70.04,APEQX,9/28/1990,5/31/2015,98.4,60
CCA Aggressive Return Instl,Large Blend,100,RSKIX,12/26/2012,2/28/2015,75.65,745
Centaur Total Return,Mid Blend,99.63,TILDX,3/16/2005,6/30/2015,61.95,28
Centre American Select Equity Inv,Large Growth,61.26,DHAMX,12/21/2011,6/30/2015,98.56,72
Century Growth Opportunities Instl,Mid Growth,95.34,CGOIX,11/17/2010,6/30/2015,97.71,61
Century Shares Trust Instl,Large Growth,70.47,CENSX,3/1/1928,6/30/2015,96.94,39
Century Small Cap Select Instl,Small Growth,90.01,CSMCX,12/9/1999,6/30/2015,94.05,63
CGM Focus,Large Blend,96.42,CGMFX,9/3/1997,3/31/2015,130.96,24
Champlain All Cap Advisor,Large Value,81.9,CIPYX,12/31/2013,4/30/2015,95.51,42
Champlain Mid Cap Adv,Mid Growth,91.81,CIPMX,6/30/2008,4/30/2015,96.32,58
Champlain Small Company Adv,Small Growth,90.69,CIPSX,11/30/2004,4/30/2015,93.79,78
Chartwell Small Cap Value A,Small Blend,93.36,CWSVX,11/9/2011,4/30/2015,98.6,74
Chase Growth N,Large Growth,76.1,CHASX,12/2/1997,6/30/2015,95.95,38
Chase Mid Cap Growth N,Mid Growth,93.83,CHAMX,8/30/2002,6/30/2015,96.32,48
Chesapeake Core Growth,Large Growth,69.12,CHCGX,9/29/1997,6/30/2015,89.33,43
Chesapeake Growth Instl,Large Growth,73.74,CHESX,4/6/1994,6/30/2015,92.76,53
Chou Opportunity,Small Value,99.59,CHOEX,7/1/2010,3/31/2015,59.14,15
Christopher Weil & Co Core Invesment,Large Growth,79.48,CWCFX,12/21/2011,2/28/2015,97.15,31
City National Rochdale Div & Inc N,Large Value,75.88,RIMHX,6/1/1999,3/31/2015,96.73,136
City National Rochdale Socly Rspnb Eq I,Large Blend,80.9,AHSRX,1/3/2005,3/31/2015,95.38,51
City National Rochdale US Cor Eq Instl,Large Growth,64.46,CNRUX,12/3/2012,3/31/2015,94.55,55
ClearBridge Aggressive Growth A,Large Growth,88.93,SHRAX,10/24/1983,6/30/2015,89.15,72
ClearBridge All Cap Value A,Large Blend,82.09,SHFVX,11/12/1981,6/30/2015,99.99,66
ClearBridge Appreciation A,Large Blend,48.45,SHAPX,3/10/1970,6/30/2015,96.01,87
ClearBridge Dividend Strategy B,Large Value,76.53,SOPTX,9/16/1985,6/30/2015,95.44,68
ClearBridge Large Cap Growth A,Large Growth,58.82,SBLGX,8/29/1997,6/30/2015,96.25,51
ClearBridge Large Cap Value I,Large Value,73.79,SAIFX,5/29/1958,6/30/2015,99.24,58
ClearBridge Mid Cap Core A,Mid Blend,90.76,SBMAX,9/1/1998,6/30/2015,96.52,65
ClearBridge Mid Cap Growth A,Mid Growth,94.13,LBGAX,8/31/2010,6/30/2015,96.03,53
ClearBridge Select I,Mid Growth,97.64,LBFIX,11/30/2012,6/30/2015,90.05,61
ClearBridge Small Cap C,Small Blend,95.35,LMASX,12/30/1985,6/30/2015,97.63,83
ClearBridge Small Cap Growth A,Small Growth,88.61,SASMX,7/1/1998,6/30/2015,96.69,90
ClearBridge Small Cap Value A,Small Blend,93.16,SBVAX,2/26/1999,6/30/2015,99.15,102
ClearBridge Sustainability Leaders I,Large Blend,83.54,LCISX,3/31/2015,6/30/2015,98.93,40
ClearBridge Tactical Dividend Income A,Mid Value,97.12,CFLGX,10/19/1990,6/30/2015,90.62,118
ClearBridge Value C,Large Blend,79.31,LMVTX,4/16/1982,6/30/2015,98.36,47
Clifford Capital Partners Institutional,Large Value,99.44,CLIFX,1/31/2014,3/31/2015,88.18,31
Clipper,Large Blend,89.14,CFIMX,2/29/1984,3/31/2015,100,24
Cloud Capital Strategic All Cap Instl,Mid Blend,58.64,CCILX,6/29/2011,6/30/2015,97.38,887
CM Advisors,Large Blend,94.88,CMAFX,5/13/2003,5/31/2015,93.66,91
CM Advisors Small Cap Value,Small Value,98.27,CMOVX,4/15/2011,5/31/2015,82.04,54
Cohen & Steers Dividend Value A,Large Blend,74.34,DVFAX,8/31/2005,6/30/2015,98.98,79
Coho Relative Value Equity Advisor,Large Blend,87.41,COHOX,8/14/2013,6/30/2015,96.11,29
Columbia Acorn Select Z,Mid Growth,97.11,ACTWX,11/23/1998,6/30/2015,99.77,45
Columbia Acorn USA Z,Small Growth,87.43,AUSAX,9/4/1996,6/30/2015,100,123
Columbia Acorn Z,Mid Growth,93.43,ACRNX,6/9/1970,6/30/2015,99.88,184
Columbia Contrarian Core Z,Large Blend,61.86,SMGIX,12/14/1992,6/30/2015,96.35,76
Columbia Diversified Equity Income A,Large Value,66.73,INDZX,10/15/1990,6/30/2015,98.08,79
Columbia Dividend Income T,Large Value,68.46,GEQAX,3/4/1998,6/30/2015,98.04,89
Columbia Dividend Opportunity A,Large Value,66.22,INUTX,8/1/1988,6/30/2015,98.16,90
Columbia Global Equity Value B,Large Value,72.96,INEGX,5/14/1984,6/30/2015,98.04,127
Columbia Global Infrastructure Fund A,Mid Blend,97.5,RRIAX,2/19/2009,6/30/2015,86.12,59
Columbia Global Strategic Equity A,Large Growth,100,NLGIX,10/15/1996,6/30/2015,85.49,68
Columbia Large Cap Enhanced Core A,Large Blend,54.84,NMIAX,7/31/1996,6/30/2015,97.93,113
Columbia Large Cap Growth T,Large Growth,61.05,GAEGX,12/14/1990,6/30/2015,98.21,80
Columbia Large Cap Index Z,Large Blend,13.66,NINDX,12/15/1993,6/30/2015,98.06,503
Columbia Large Core Quantitative A,Large Blend,63.73,AQEAX,4/24/2003,6/30/2015,99.01,91
Columbia Large Growth Quantitative A,Large Growth,69.72,RDLAX,5/17/2007,6/30/2015,98.6,81
Columbia Large Value Quantitative A,Large Value,62.36,RLCAX,8/1/2008,6/30/2015,98.23,87
Columbia Marsico 21st Century A,Large Growth,78.14,NMTAX,4/10/2000,6/30/2015,98.51,50
Columbia Marsico Flexible Capital A,Large Growth,82.14,CCMAX,9/28/2010,6/30/2015,86.64,45
Columbia Marsico Focused Equities A,Large Growth,66.72,NFEAX,12/31/1997,6/30/2015,99.28,29
Columbia Marsico Growth A,Large Growth,65.92,NMGIX,12/31/1997,6/30/2015,99.01,42
Columbia Mid Cap Growth Z,Mid Growth,88.5,CLSPX,11/20/1985,6/30/2015,97.91,121
Columbia Mid Cap Index Z,Mid Blend,75.77,NMPAX,3/31/2000,6/30/2015,99.86,401
Columbia Mid Cap Value A,Mid Value,84.76,CMUAX,11/20/2001,6/30/2015,96.24,95
Columbia Multi-Advisor Sm Cp Val A,Small Value,85.15,ASVAX,6/18/2001,6/30/2015,94.02,206
Columbia Select Large Cap Equity Fund Z,Large Blend,70.88,NSEPX,10/2/1998,6/30/2015,99.96,63
Columbia Select Large Cap Growth Z,Large Growth,75.51,UMLGX,10/1/1997,6/30/2015,99.06,34
Columbia Select Large-Cap Value A,Large Value,76.68,SLVAX,4/25/1997,6/30/2015,97.62,39
Columbia Select Smaller-Cap Value A,Small Blend,96.08,SSCVX,4/25/1997,6/30/2015,95.24,51
Columbia Small Cap Core Z,Small Blend,91.85,SMCEX,12/14/1992,6/30/2015,89.27,163
Columbia Small Cap Growth I Z,Small Growth,79.98,CMSCX,10/1/1996,6/30/2015,96.37,135
Columbia Small Cap Index A,Small Blend,69.66,NMSAX,10/15/1996,6/30/2015,98.29,601
Columbia Small Cap Value Fund I A,Small Value,85.59,CSMIX,7/25/1986,6/30/2015,98.88,197
Columbia Small Cap Value Fund II A,Small Value,84.58,COVAX,4/30/2002,6/30/2015,96.26,123
Columbia Small/Mid Cap Value A,Small Value,88.77,AMVAX,2/14/2002,6/30/2015,96.74,108
Columbia Value and Restructuring Z,Large Blend,61.63,UMBIX,12/31/1992,6/30/2015,97.87,76
Commerce Growth,Large Growth,65.72,CFGRX,12/12/1994,6/30/2015,97.45,84
Commerce MidCap Growth,Mid Growth,85.46,CFAGX,12/12/1994,6/30/2015,96.63,82
Commerce Value,Large Value,62.19,CFVLX,3/3/1997,6/30/2015,99.79,48
Compass EMP US 500 Enh Volatil Wtd A,Large Blend,64.69,CUHAX,11/19/2012,6/30/2015,97.71,500
Compass EMP US 500 Volatil Wtd A,Large Blend,64.69,CFLAX,11/19/2012,6/30/2015,97.31,500
Compass EMP US Sm Cp 500 Volatil Wtd A,Small Blend,67.82,CHSAX,11/19/2012,6/30/2015,96.36,500
Concorde Value,Large Blend,88.53,CONVX,12/4/1987,6/30/2015,90.87,33
Conestoga Small Cap Investors,Small Growth,92.19,CCASX,10/1/2002,6/30/2015,99.36,46
Conestoga SMid Cap Investors,Small Growth,92.77,CCSMX,1/21/2014,6/30/2015,96.53,49
Congress All Cap Opportunity Instl,Mid Growth,97.41,IACOX,10/31/2012,6/30/2015,94.19,22
Congress Large Cap Growth R,Large Growth,69.25,CAMLX,3/31/2009,6/30/2015,97.24,44
Congress Mid Cap Growth Institutional,Mid Growth,94.46,IMIDX,10/31/2012,6/30/2015,97.02,41
Consulting Group Large Cap Growth,Large Growth,57.67,TLGUX,11/18/1991,8/31/2014,93.71,177
Consulting Group Large Cap Value Equity,Large Value,67.37,TLVUX,11/18/1991,8/31/2014,91.42,160
Consulting Group Small Cap Growth,Small Growth,80.55,TSGUX,11/18/1991,8/31/2014,92,167
Consulting Group Small Cap Value Equity,Small Value,78.44,TSVUX,11/18/1991,8/31/2014,89.1,231
Convergence Core Plus Institutional,Large Blend,99.13,MARNX,12/29/2009,6/30/2015,72.66,164
Convergence Opportunities Institutional,Small Blend,126.83,CIPOX,11/29/2013,6/30/2015,73.01,143
Copeland Risk Managed Dividend Gr A,Large Blend,88.27,CDGRX,12/28/2010,6/30/2015,99.78,57
Copley,Large Value,71.5,COPLX,9/1/1978,6/30/2015,131.06,37
CornerCap Large/Mid-Cap Value,Large Value,73.7,CMCRX,7/31/2000,6/30/2015,97.94,87
CornerCap Small Cap Value,Small Value,86.17,CSCVX,7/17/1986,6/30/2015,100,220
Cortina Small Cap Growth,Small Growth,88.78,CRSGX,9/30/2011,6/30/2015,98.37,105
Cortina Small Cap Value Institutional,Small Blend,96.81,CRSVX,9/30/2011,6/30/2015,94.26,64
Cove Street Capital Small Cap Val Inv,Small Blend,98.5,CSCSX,9/30/1998,3/31/2015,95.48,36
Covered Bridge A,Large Value,59.16,TCBAX,10/1/2013,3/31/2015,94.14,68
Cozad Small Cap Value I,Small Value,83.76,COZIX,9/30/2010,6/30/2015,95.11,115
Crawford Dividend Growth I,Large Blend,83.18,CDGIX,1/2/2004,6/30/2015,96.81,34
Crawford Dividend Opportunity,Small Blend,95.15,CDOFX,9/25/2012,6/30/2015,97.41,72
Crawford Dividend Yield,Large Value,78.98,CDYLX,11/14/2014,6/30/2015,98.74,44
Crescent Large Cap Macro Institutional,Large Growth,69.33,GCILX,12/15/2011,7/31/2015,97.22,60
CRM All Cap Value Inst,Large Blend,91.52,CRIEX,10/24/2006,3/31/2015,95.29,51
CRM Large Cap Opportunity Instl,Large Blend,89.14,CRIGX,12/1/2005,3/31/2015,98.9,45
CRM Mid Cap Value Instl,Mid Blend,90.8,CRIMX,1/6/1998,3/31/2015,97.69,57
CRM Small Cap Value Inv,Small Blend,94.67,CRMSX,9/29/1995,3/31/2015,96.73,63
CRM Small/Mid Cap Value Inst,Mid Blend,96.33,CRIAX,9/1/2004,3/31/2015,96.95,59
Croft Focus I,Large Blend,92.76,CIFVX,12/31/2013,6/30/2015,93,25
Croft Value R,Large Blend,77.5,CLVFX,5/10/1995,6/30/2015,97.42,73
Cullen High Dividend Equity Retail,Large Value,58.58,CHDEX,8/1/2003,6/30/2015,98.43,36
Cullen Small Cap Value C,Mid Value,98.39,CUSCX,10/1/2009,6/30/2015,98.14,29
Cullen Value C,Large Value,73.23,CVLFX,8/31/2012,6/30/2015,85.44,33
Cutler Equity,Large Value,76.74,CALEX,12/31/1992,6/30/2015,96.34,34
CWC Small Cap Aggressive Value Instl,Small Blend,98.75,CWCIX,12/31/2010,3/31/2015,95.62,44
Dana Large Cap Equity N,Large Blend,74.04,DLCEX,3/1/2010,6/30/2015,98.52,59
Davenport Core,Large Growth,77.87,DAVPX,1/15/1998,6/30/2015,98.02,57
Davenport Equity Opportunities,Mid Growth,96.61,DEOPX,12/31/2010,6/30/2015,96.99,30
Davenport Small Cap Focus,Small Blend,98.13,DSCPX,12/31/2014,6/30/2015,90.28,49
Davenport Value & Income,Large Value,70.11,DVIPX,12/31/2010,6/30/2015,96.97,52
Davidson Multi-Cap Equity A,Large Blend,77.78,DFMAX,8/11/2008,6/30/2015,96.58,50
Davis NY Venture A,Large Blend,84.89,NYVTX,2/17/1969,4/30/2015,99.31,60
Davis Opportunity B,Large Growth,83.1,RPFEX,5/1/1984,3/31/2015,98.57,77
Davlin Philanthropic,Mid Value,94.57,DPFDX,6/11/2008,4/30/2015,87.24,83
Day Hagan Tactical Dividend A,Large Value,86.55,DHQAX,7/1/2014,3/31/2015,77.46,31
Dean Mid Cap Value Fund,Mid Value,86.34,DALCX,5/28/1997,6/30/2015,96.66,59
Dean Small Cap Value,Small Value,89.78,DASCX,5/28/1997,6/30/2015,97.89,81
Dearborn Partners Rising Dividend A,Large Blend,81.9,DRDAX,4/10/2013,6/30/2015,96.84,42
Delafield Fund,Mid Value,95.8,DEFIX,11/19/1993,6/30/2015,92.24,53
Delaware Mid Cap Value A,Mid Value,86.75,DLMAX,2/1/2008,6/30/2015,95.28,85
Delaware Pooled Focus Smid-Cap Gr Eq,Mid Growth,98.95,DCGTX,12/1/2003,6/30/2015,94.22,30
Delaware Pooled Large-Cap Growth Equity,Large Growth,77.99,DPLGX,11/1/2005,6/30/2015,98.3,34
Delaware Pooled Large-Cap Value Equity,Large Value,72.05,DPDEX,2/3/1992,6/30/2015,98.82,34
Delaware Pooled Select 20,Large Growth,85.86,DPCEX,3/31/2000,6/30/2015,94.4,21
Delaware Select Growth A,Large Growth,82.59,DVEAX,5/16/1994,6/30/2015,99.41,72
Delaware Small Cap Core A,Small Blend,88.2,DCCAX,12/29/1998,6/30/2015,97.83,145
Delaware Small Cap Value A,Small Value,86.07,DEVLX,6/24/1987,6/30/2015,99.92,118
Delaware Smid Cap Growth A,Mid Growth,98.95,DFCIX,3/27/1986,6/30/2015,94.77,30
Delaware US Growth A,Large Growth,77.96,DUGAX,12/3/1993,6/30/2015,98.45,34
Delaware Value A,Large Value,72.2,DDVAX,9/14/1998,6/30/2015,98.69,34
Destra Dividend Total Return A,Large Value,83.59,DHDAX,8/9/2011,6/30/2015,99.53,46
Destra Focused Equity A,Large Growth,76,DFOAX,4/12/2011,6/30/2015,95.71,21
Deutsche Capital Growth S,Large Growth,60.99,SCGSX,7/14/2000,6/30/2015,99.3,87
Deutsche Core Equity S,Large Blend,63.89,SCDGX,5/31/1929,6/30/2015,98.82,89
Deutsche CROCI Equity Dividend A,Large Value,71.4,KDHAX,3/18/1988,6/30/2015,99.42,41
Deutsche Equity 500 Index Institutional,Large Blend,13.42,BTIIX,12/31/1992,6/30/2015,97.15,504
Deutsche Large Cap Focus Growth S,Large Growth,71.64,SCQGX,5/15/1991,6/30/2015,99.66,42
Deutsche Large Cap Value A,Large Value,86.54,KDCAX,3/18/1988,6/30/2015,99.94,69
Deutsche Mid Cap Growth Institutional,Mid Growth,92.55,BTEAX,10/12/1993,6/30/2015,97.81,99
Deutsche Mid Cap Value A,Mid Value,93.2,MIDVX,8/1/2005,6/30/2015,93.46,45
Deutsche S&P 500 Index S,Large Blend,13.67,SCPIX,8/29/1997,6/30/2015,98.35,506
Deutsche Small Cap Core S,Small Value,94.03,SSLCX,7/14/2000,6/30/2015,96.14,91
Deutsche Small Cap Growth A,Small Growth,87.76,SSDAX,6/28/2002,6/30/2015,94.26,104
Deutsche Small Cap Value A,Small Value,96.13,KDSAX,5/22/1992,6/30/2015,95.96,72
DF Dent Midcap Growth,Mid Growth,99.3,DFDMX,7/1/2011,3/31/2015,95.09,35
DF Dent Premier Growth,Mid Growth,99.3,DFDPX,7/16/2001,3/31/2015,99.57,42
DF Dent Small Cap Growth,Small Growth,91.66,DFDSX,11/1/2013,3/31/2015,96.11,59
DFA CSTG&E US Social Core Equity 2,Mid Blend,71.23,DFCUX,8/3/2007,6/30/2015,99.65,"1,800"
DFA T.A. US Core Equity 2 I,Mid Blend,69.38,DFTCX,10/4/2007,6/30/2015,99.47,"2,688"
DFA Tax-Managed US Eq,Large Blend,26.47,DTMEX,9/25/2001,6/30/2015,99.72,"2,443"
DFA Tax-Managed US Marketwide Value,Large Value,65.77,DTMMX,12/14/1998,6/30/2015,99.85,"1,118"
DFA Tax-Managed US Marketwide Value II,Large Value,65.77,DFMVX,12/16/1998,6/30/2015,99.85,"1,118"
DFA Tax-Managed US Small Cap,Small Blend,48.01,DFTSX,12/15/1998,6/30/2015,99.68,"1,812"
DFA Tax-Managed US Targeted Value,Small Value,81.19,DTMVX,12/11/1998,6/30/2015,99.21,"1,483"
DFA US Core Equity 1 I,Large Blend,46.55,DFEOX,9/15/2005,6/30/2015,99.62,"2,800"
DFA US Core Equity 2 I,Mid Blend,69.24,DFQTX,9/15/2005,6/30/2015,99.64,"2,829"
DFA US Large Cap Equity Institutional,Large Blend,33.23,DUSQX,6/25/2013,6/30/2015,99.04,974
DFA US Large Cap Growth Instl,Large Growth,73.1,DUSLX,12/21/2012,6/30/2015,99.5,354
DFA US Large Cap Value I,Large Value,53.25,DFLVX,2/19/1993,6/30/2015,99.72,282
DFA US Large Cap Value II,Large Value,53.25,DFCVX,8/2/1994,6/30/2015,99.72,282
DFA US Large Cap Value III,Large Value,53.25,DFUVX,2/2/1995,6/30/2015,99.72,282
DFA US Large Company I,Large Blend,13.66,DFUSX,9/23/1999,6/30/2015,99.65,505
DFA US Micro Cap I,Small Blend,85.45,DFSCX,12/23/1981,6/30/2015,99.78,"1,669"
DFA US Small Cap Growth Instl,Small Growth,63.22,DSCGX,12/21/2012,6/30/2015,99.43,658
DFA US Small Cap I,Small Blend,41.35,DFSTX,3/19/1992,6/30/2015,99.67,"2,054"
DFA US Small Cap Value I,Small Value,69.71,DFSVX,3/2/1993,6/30/2015,99.76,"1,174"
DFA US Social Core Equity 2,Mid Blend,69.07,DFUEX,10/1/2007,6/30/2015,99.54,"2,417"
